N,N_pos,N_neg,ratio,disc_pos,disc_neg,a,b,mcnemar_reject_rate,stratified_reject_rate,mcnemar_se,stratified_se,mcnemar_var_mean,stratified_var_mean,var_ratio_mean,var_ratio_std,power_diff,n_sim,part,part_name,effect_type,ab_squared,delta_acc_true,expected_disc_count
300,150,150,1.0,0.3,0.3,0.15,-0.15,0.04248,0.05254,0.0009019473332739556,0.000997793048682942,0.0009999320000000003,0.0009187727407407408,1.0886840031780793,0.0340476123510038,0.010060000000000006,50000,4,Expected_Disc_Count,ab_0.09_disc_0.3,0.09,0.0,45.0
300,150,150,1.0,0.35,0.35,0.15,-0.15,0.0428,0.05136,0.0009051868315436322,0.0009871387987512193,0.0011665493333333332,0.0010841028444444445,1.0765206862260919,0.0321092942915916,0.008560000000000005,50000,4,Expected_Disc_Count,ab_0.09_disc_0.35,0.09,0.0,52.5
300,150,150,1.0,0.4,0.4,0.15,-0.15,0.04306,0.05134,0.0009078087507839964,0.0009869569838650517,0.0013322608888888888,0.0012490185066666667,1.0671659303559178,0.030292833492788693,0.008279999999999996,50000,4,Expected_Disc_Count,ab_0.09_disc_0.4,0.09,0.0,60.0
300,150,150,1.0,0.45,0.45,0.15,-0.15,0.0443,0.0527,0.0009201903064040612,0.0009992268010817163,0.001500540666666667,0.001415780437037037,1.0603971090785114,0.0287032678857147,0.008399999999999998,50000,4,Expected_Disc_Count,ab_0.09_disc_0.45,0.09,0.0,67.5
300,150,150,1.0,0.5,0.5,0.15,-0.15,0.04434,0.0518,0.000920586382693118,0.0009911282459903966,0.0016674951111111114,0.0015817823377777779,1.0547255095857246,0.027197912008924085,0.007460000000000001,50000,4,Expected_Disc_Count,ab_0.09_disc_0.5,0.09,0.0,75.0
400,200,200,1.0,0.25,0.25,0.15,-0.15,0.0392,0.05026,0.0008679096727194599,0.0009770765824642406,0.000624658375,0.000565700018125,1.1042560195115068,0.03101452964158319,0.01106,50000,4,Expected_Disc_Count,ab_0.09_disc_0.25,0.09,0.0,50.0
400,200,200,1.0,0.3,0.3,0.15,-0.15,0.04068,0.05066,0.0008834606680548941,0.0009807503698699277,0.00075009125,0.0006904452074999999,1.0866576721344314,0.029233003843513516,0.009979999999999996,50000,4,Expected_Disc_Count,ab_0.09_disc_0.3,0.09,0.0,60.0
400,200,200,1.0,0.35,0.35,0.15,-0.15,0.04306,0.05138,0.0009078087507839964,0.0009873205720534745,0.0008752718749999999,0.000814789713125,1.0745847510510471,0.02764148488721735,0.008320000000000001,50000,4,Expected_Disc_Count,ab_0.09_disc_0.35,0.09,0.0,70.0
400,200,200,1.0,0.4,0.4,0.15,-0.15,0.04422,0.05272,0.0009193975375211748,0.0009994058394866422,0.0009996886250000002,0.0009386274993749999,1.0654350471601306,0.02588571912863126,0.0085,50000,4,Expected_Disc_Count,ab_0.09_disc_0.4,0.09,0.0,80.0
400,200,200,1.0,0.45,0.45,0.15,-0.15,0.0451,0.0528,0.0009280731652192083,0.0010001215926076189,0.001125321625,0.0010638468081249999,1.0581616555549527,0.024391840264973128,0.0076999999999999985,50000,4,Expected_Disc_Count,ab_0.09_disc_0.45,0.09,0.0,90.0
400,200,200,1.0,0.5,0.5,0.15,-0.15,0.04472,0.0504,0.0009243389161990315,0.0009783643493096014,0.001250281625,0.001187972368125,1.0528342798363093,0.023332975765176265,0.0056799999999999976,50000,4,Expected_Disc_Count,ab_0.09_disc_0.5,0.09,0.0,100.0
500,250,250,1.0,0.25,0.25,0.15,-0.15,0.04004,0.05112,0.0008767758938292042,0.000984954268989175,0.00049985888,0.0004530619712,1.103313141710137,0.02769322198337664,0.01108,50000,4,Expected_Disc_Count,ab_0.09_disc_0.25,0.09,0.0,62.5
500,250,250,1.0,0.3,0.3,0.15,-0.15,0.04074,0.05072,0.0008840842991479942,0.0009812999704473652,0.00059987248,0.0005526418431999999,1.0856587717420054,0.02613948394285492,0.009980000000000003,50000,4,Expected_Disc_Count,ab_0.09_disc_0.3,0.09,0.0,75.0
500,250,250,1.0,0.35,0.35,0.15,-0.15,0.0429,0.05154,0.0009061963363421858,0.0009887732642016572,0.0007004205599999999,0.00065268548896,1.0733999851430438,0.024510256551242372,0.008640000000000002,50000,4,Expected_Disc_Count,ab_0.09_disc_0.35,0.09,0.0,87.5
500,250,250,1.0,0.4,0.4,0.15,-0.15,0.04392,0.0519,0.0009164173023246561,0.000992032156736867,0.0008001866399999999,0.00075211319968,1.0642210824842109,0.023026356394990354,0.007980000000000001,50000,4,Expected_Disc_Count,ab_0.09_disc_0.4,0.09,0.0,100.0
500,250,250,1.0,0.45,0.45,0.15,-0.15,0.04232,0.04956,0.0009003223600466668,0.0009706060622106169,0.0009001385599999999,0.0008516226406399999,1.05727779856532,0.021775530700522752,0.0072399999999999964,50000,4,Expected_Disc_Count,ab_0.09_disc_0.45,0.09,0.0,112.5
500,250,250,1.0,0.5,0.5,0.15,-0.15,0.04372,0.04966,0.0009144239891866355,0.000971533678263394,0.0010002550399999999,0.0009515108972800001,1.051522472556963,0.020570469806271877,0.005940000000000001,50000,4,Expected_Disc_Count,ab_0.09_disc_0.5,0.09,0.0,125.0
30,15,15,1.0,0.25,0.25,0.2,-0.2,0.03146,0.0614,0.0007806442006445702,0.0010735924738931434,0.008322953479584803,0.0065268727819638,1.270541795695096,0.1684061386764899,0.02994,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,3.75
30,15,15,1.0,0.3,0.3,0.2,-0.2,0.03018,0.06224,0.0007651034910389574,0.0010804275301934878,0.009987888646661822,0.00808708914919039,1.2416994636334122,0.17473483366229367,0.03206,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,4.5
30,15,15,1.0,0.35,0.35,0.2,-0.2,0.0317,0.06488,0.0007835191127215723,0.001101549686577959,0.01165102222222222,0.009630770370370372,1.2219174968062658,0.17593031109153864,0.033179999999999994,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,5.25
30,15,15,1.0,0.4,0.4,0.2,-0.2,0.03352,0.06676,0.0008049398685616212,0.001116271493858013,0.01334042222222222,0.01120562962962963,1.2046758104691853,0.1755827755298021,0.03324,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,6.0
30,15,15,1.0,0.45,0.45,0.2,-0.2,0.03598,0.06766,0.0008328918249088533,0.0011232286000632285,0.01497711111111111,0.012738325925925926,1.1918467182270827,0.17499639614382562,0.03168,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,6.75
30,15,15,1.0,0.5,0.5,0.2,-0.2,0.03948,0.06804,0.0008708769097869113,0.001126148821426369,0.016656800000000003,0.014296364444444444,1.1813815253904325,0.1692928173737508,0.028560000000000002,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,7.5
40,20,20,1.0,0.25,0.25,0.2,-0.2,0.02778,0.0621,0.0007349594764339051,0.0010792922681090605,0.006257212644252886,0.00499007292645853,1.2500736866355753,0.13958153677059976,0.03432,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,5.0
40,20,20,1.0,0.3,0.3,0.2,-0.2,0.02996,0.06286,0.0007623962014595822,0.0010854365057431964,0.007497362500000002,0.006173975624999998,1.2184094846953184,0.1439326165639277,0.0329,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,6.0
40,20,20,1.0,0.35,0.35,0.2,-0.2,0.03418,0.06508,0.000812548184417392,0.0011031282210151275,0.008739125,0.007348671249999998,1.1974630057310223,0.1445623767426931,0.030899999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,7.0
40,20,20,1.0,0.4,0.4,0.2,-0.2,0.04048,0.0677,0.0008813781208993108,0.0011235364702580864,0.0099956375,0.008546129375000001,1.1793086121165206,0.1410611674323692,0.027219999999999994,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,8.0
40,20,20,1.0,0.45,0.45,0.2,-0.2,0.04034,0.06314,0.0008799168642548,0.00108768874591953,0.011252162500000001,0.009748854375000001,1.1645505499475493,0.13706936741452982,0.0228,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,9.0
40,20,20,1.0,0.5,0.5,0.2,-0.2,0.04252,0.0627,0.0009023530306925333,0.0010841467612828072,0.0125043875,0.010933163125000001,1.1544478389732389,0.1331193315959182,0.020180000000000003,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,10.0
50,25,25,1.0,0.25,0.25,0.2,-0.2,0.02882,0.0644,0.0007481899170665158,0.0010977489694825497,0.0050010720000000005,0.004034273919999999,1.2368785496787822,0.12162062381536759,0.03558,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,6.25
50,25,25,1.0,0.3,0.3,0.2,-0.2,0.03376,0.06414,0.0008077160689252133,0.001095682986999433,0.005990247999999999,0.00498548032,1.2048093097110664,0.12480812124733172,0.030380000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,7.5
50,25,25,1.0,0.35,0.35,0.2,-0.2,0.03776,0.06094,0.0008524574171182981,0.0010698253726660254,0.007005168,0.005958350720000001,1.1816524115599931,0.12323725298132734,0.02318,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,8.75
50,25,25,1.0,0.4,0.4,0.2,-0.2,0.03978,0.06014,0.0008740429234311094,0.0010632326217719244,0.00799364,0.006908029440000001,1.1639547332059577,0.11808154251152687,0.020359999999999996,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,10.0
50,25,25,1.0,0.45,0.45,0.2,-0.2,0.04292,0.05922,0.0009063980759026356,0.0010555850662073616,0.008997319999999998,0.00787436736,1.1499748869852693,0.11495114485835171,0.016300000000000002,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,11.25
50,25,25,1.0,0.5,0.5,0.2,-0.2,0.0445,0.0615,0.0009221686396749784,0.0010744091399462312,0.010002008000000001,0.008836365439999999,1.1396606600490533,0.11260539485906175,0.017,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,12.5
60,30,30,1.0,0.25,0.25,0.2,-0.2,0.03168,0.06036,0.0007832799959146154,0.0010650508945585651,0.004170361111111111,0.0033851249999999997,1.2294656696785056,0.10944944426471902,0.028679999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,7.5
60,30,30,1.0,0.3,0.3,0.2,-0.2,0.03744,0.05958,0.0008489787559179559,0.0010585860720791673,0.004995755555555555,0.0041858711111111115,1.195968514735675,0.11129772641937277,0.02214,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,9.0
60,30,30,1.0,0.35,0.35,0.2,-0.2,0.04056,0.05936,0.0008822118385059225,0.0010567534281941081,0.0058322,0.0049925729629629635,1.1728653710435946,0.10951275854089175,0.018800000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,10.5
60,30,30,1.0,0.4,0.4,0.2,-0.2,0.04232,0.05838,0.0009003223600466668,0.0010485397045415115,0.006667911111111111,0.005808911851851852,1.153384420632597,0.10443492134371218,0.016059999999999998,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,12.0
60,30,30,1.0,0.45,0.45,0.2,-0.2,0.04202,0.0583,0.0008972660653340235,0.00104786554481002,0.007502111111111111,0.006609821481481481,1.1409478110275064,0.10113235090397013,0.016279999999999996,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,13.5
60,30,30,1.0,0.5,0.5,0.2,-0.2,0.04172,0.05796,0.0008941973115593672,0.0010449941473520319,0.008333394444444444,0.0074097216666666665,1.1306865778826918,0.09847162750551541,0.016239999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,15.0
75,38,37,1.0,0.25,0.25,0.2,-0.2,0.03564,0.05956,0.0008290933650681327,0.0010584196370060411,0.0033341795555555556,0.002725712892682156,1.2211290020143428,0.09659235312478111,0.023920000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,9.375
75,38,37,1.0,0.3,0.3,0.2,-0.2,0.03866,0.0579,0.0008621531696862223,0.0010444863809547734,0.004006364444444445,0.00338176090532638,1.1867115944119544,0.09798625455832562,0.01924,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,11.25
75,38,37,1.0,0.35,0.35,0.2,-0.2,0.04202,0.0591,0.0008972660653340235,0.0010545822869743261,0.004667246222222222,0.0040222861969337765,1.1639412263481204,0.09483236983849581,0.017079999999999998,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,13.125
75,38,37,1.0,0.4,0.4,0.2,-0.2,0.04046,0.05672,0.0008811695455472801,0.0010344355136981715,0.005336312888888888,0.004674191691480955,1.1458593609849268,0.09123138095764746,0.016259999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,15.0
75,38,37,1.0,0.45,0.45,0.2,-0.2,0.03992,0.05696,0.0008755157748436062,0.001036489830147889,0.006002830222222222,0.005322765577366841,1.1323055175114372,0.08830916035743867,0.01704,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,16.875
75,38,37,1.0,0.5,0.5,0.2,-0.2,0.0407,0.05814,0.0008836686030407553,0.001046515555546118,0.006668245333333333,0.005972350404299037,1.1211090375735697,0.08475681532962374,0.017439999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,18.75
100,50,50,1.0,0.25,0.25,0.2,-0.2,0.03522,0.05506,0.0008243731145543261,0.0010200823143256626,0.0024988719999999996,0.0020571367999999996,1.2131510022582384,0.08245078775145553,0.019839999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,12.5
100,50,50,1.0,0.3,0.3,0.2,-0.2,0.03926,0.0573,0.0008685465145862944,0.0010393912641541681,0.00299967,0.0025474111599999997,1.1788528090542674,0.08285826138919984,0.018039999999999994,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,15.0
100,50,50,1.0,0.35,0.35,0.2,-0.2,0.0363,0.053,0.0008364485638698891,0.0010019081794256398,0.0035065239999999996,0.00304264712,1.154906960730179,0.08002112892313047,0.0167,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,17.5
100,50,50,1.0,0.4,0.4,0.2,-0.2,0.03836,0.05544,0.0008589355086384542,0.0010233905061119142,0.004002714,0.00352823804,1.1374674370304492,0.07693930380533996,0.017080000000000005,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,20.0
100,50,50,1.0,0.45,0.45,0.2,-0.2,0.0385,0.0535,0.0008604388415221619,0.0010063572924165652,0.004500686,0.00401807276,1.1232321801773202,0.07314944552269317,0.015,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,22.5
100,50,50,1.0,0.5,0.5,0.2,-0.2,0.04074,0.05548,0.0008840842991479942,0.0010237379508448439,0.004994451999999999,0.0044998480799999995,1.1132333597960187,0.0709846839867194,0.014740000000000003,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,25.0
125,62,63,1.0,0.25,0.25,0.2,-0.2,0.03402,0.05496,0.0008107112876974145,0.0010192094819025184,0.0019984358399999995,0.0016521590614644137,1.208361954066737,0.0724446724979308,0.02094,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,15.625
125,62,63,1.0,0.3,0.3,0.2,-0.2,0.03542,0.05512,0.0008266247467865936,0.0010206055614192977,0.00239899904,0.002045888527926267,1.1735990599182287,0.0735415881407199,0.019700000000000002,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,18.75
125,62,63,1.0,0.35,0.35,0.2,-0.2,0.03616,0.0536,0.0008348946568280336,0.0010072441610652304,0.00279868288,0.002438908243563748,1.1494000988827562,0.07039567837276,0.017440000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,21.875
125,62,63,1.0,0.4,0.4,0.2,-0.2,0.03832,0.0546,0.0008585054175717239,0.0010160594470797464,0.00319774336,0.0028312891697286234,1.1317788909162467,0.06764939101070433,0.016280000000000003,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,25.0
125,62,63,1.0,0.45,0.45,0.2,-0.2,0.0397,0.05488,0.0008731999770957396,0.0010185105360279783,0.003599232,0.0032272501146543777,1.1176476302110725,0.0638724945293995,0.015179999999999999,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,28.125
125,62,63,1.0,0.5,0.5,0.2,-0.2,0.04226,0.0557,0.0008997120917271258,0.0010256462353072818,0.0039986752,0.003619972147711214,1.1070702641918209,0.061434776568435115,0.01344,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,31.25
150,75,75,1.0,0.25,0.25,0.2,-0.2,0.03216,0.05336,0.0007889959999898606,0.00100511402736207,0.0016668417777777776,0.0013815880059259258,1.20546594756702,0.06588873085710596,0.021199999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,18.75
150,75,75,1.0,0.3,0.3,0.2,-0.2,0.03446,0.0529,0.0008157512905291661,0.0010010153844971616,0.002000021333333333,0.00171121664,1.1696087752925606,0.06589563074980181,0.018440000000000005,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,22.5
150,75,75,1.0,0.35,0.35,0.2,-0.2,0.03636,0.0539,0.0008371134976811687,0.0010098989058316679,0.002332271111111111,0.002038344770370371,1.1457521219133742,0.06375440387959291,0.01754,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,26.25
150,75,75,1.0,0.4,0.4,0.2,-0.2,0.0389,0.05516,0.0008647171791979155,0.001020954204653666,0.002668706666666666,0.0023694645333333336,1.128177916094242,0.060566757353000954,0.016260000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,30.0
150,75,75,1.0,0.45,0.45,0.2,-0.2,0.03968,0.05308,0.0008729890904243878,0.0010026216993462688,0.003000396444444444,0.0026976768000000003,1.1142005991876491,0.057559163685682146,0.013400000000000002,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,33.75
150,75,75,1.0,0.5,0.5,0.2,-0.2,0.04028,0.05238,0.0008792897315447281,0.0009963567192526983,0.0033347262222222225,0.003026872794074074,1.1036703944307744,0.055008120342577425,0.0121,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,37.5
175,88,87,1.0,0.25,0.25,0.2,-0.2,0.0328,0.05356,0.00079654453736122,0.0010068895311800595,0.0014289750204081633,0.001186273489433391,1.2037366682334734,0.060824423418838584,0.02076,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,21.875
175,88,87,1.0,0.3,0.3,0.2,-0.2,0.03596,0.05378,0.0008326689426176527,0.001008838060344672,0.0017153560816326532,0.0014695319762864395,1.1679754396171198,0.06065946647096778,0.017820000000000003,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,26.25
175,88,87,1.0,0.35,0.35,0.2,-0.2,0.0369,0.05396,0.0008430704596888685,0.0010104288040233215,0.001999445551020408,0.001750862447358881,1.143330091551851,0.058570725303101506,0.01706,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,30.624999999999996
175,88,87,1.0,0.4,0.4,0.2,-0.2,0.03786,0.05244,0.0008535410991862078,0.000996895645491543,0.002285791346938775,0.002033649106774999,1.125576248470983,0.055829464699520985,0.014580000000000003,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,35.0
175,88,87,1.0,0.45,0.45,0.2,-0.2,0.04104,0.0535,0.0008871946618414699,0.0010063572924165652,0.0025724721632653063,0.002317394786599279,1.111781114506408,0.052847847474056256,0.012459999999999999,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,39.375
175,88,87,1.0,0.5,0.5,0.2,-0.2,0.04192,0.05374,0.0008962445380586707,0.0010084841337373632,0.0028572153469387756,0.002597902134391061,1.1014861663025215,0.05019260901699927,0.011820000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,43.75
200,100,100,1.0,0.25,0.25,0.2,-0.2,0.03184,0.05242,0.0007851906061587848,0.0009967160438158905,0.0012498905,0.001039685285,1.2013432821017165,0.056865433167948426,0.02058,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,25.0
200,100,100,1.0,0.3,0.3,0.2,-0.2,0.03502,0.05326,0.0008221143424122949,0.0010042247995344469,0.001500111,0.0012865696,1.1665750485090591,0.05671809078900334,0.01824,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,30.0
200,100,100,1.0,0.35,0.35,0.2,-0.2,0.03724,0.05154,0.0008467961076906294,0.0009887732642016572,0.0017491145000000004,0.0015334465550000001,1.1418252077259785,0.05444656432152805,0.0143,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,35.0
200,100,100,1.0,0.4,0.4,0.2,-0.2,0.04058,0.05336,0.0008824201221640404,0.00100511402736207,0.0019985709999999998,0.00178114551,1.123411872285304,0.05160910663482335,0.01278,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,40.0
200,100,100,1.0,0.45,0.45,0.2,-0.2,0.03912,0.05078,0.0008670596934467661,0.0009818491900490626,0.0022501135,0.0020298987149999998,1.1098923408029837,0.04884364201127587,0.011659999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,45.0
200,100,100,1.0,0.5,0.5,0.2,-0.2,0.04244,0.0541,0.0009015414177951004,0.0010116638769868181,0.0024995934999999998,0.0022769099850000005,1.0992424070517828,0.04667275136327999,0.011660000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,50.0
250,125,125,1.0,0.25,0.25,0.2,-0.2,0.03192,0.05198,0.0007861439257540567,0.0009927545477105607,0.0009988956799999997,0.00083252628992,1.1992095935575329,0.05060342808414195,0.02006,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,31.25
250,125,125,1.0,0.3,0.3,0.2,-0.2,0.03616,0.05226,0.0008348946568280336,0.0009952777742921822,0.00120068224,0.0010319860838400002,1.1639397823153461,0.050088342591627914,0.016100000000000003,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,37.5
250,125,125,1.0,0.35,0.35,0.2,-0.2,0.03938,0.05408,0.0008698185511932934,0.001011487554050963,0.0013997955199999998,0.00122968844288,1.1392492477308092,0.04801856425345845,0.014700000000000005,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,43.75
250,125,125,1.0,0.4,0.4,0.2,-0.2,0.03974,0.05274,0.0008736215702465227,0.0009995848378201821,0.0016002064000000002,0.0014289837875200002,1.1208837850929179,0.045571658504926366,0.013000000000000005,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,50.0
250,125,125,1.0,0.45,0.45,0.2,-0.2,0.04004,0.05148,0.0008767758938292042,0.0009882288156090168,0.0018005148799999998,0.00162741458432,1.107505142370773,0.04353542699290766,0.011439999999999999,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,56.25
250,125,125,1.0,0.5,0.5,0.2,-0.2,0.03984,0.05212,0.0008746745040299277,0.0009940171588056215,0.0019999004799999996,0.0018249239552000003,1.0970273609034058,0.04152508434058129,0.01228,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,62.5
300,150,150,1.0,0.25,0.25,0.2,-0.2,0.03284,0.0511,0.0007970136059064488,0.0009847719532968026,0.0008332853333333331,0.0006952393007407407,1.198055228302069,0.04596188450083703,0.01826,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,37.5
300,150,150,1.0,0.3,0.3,0.2,-0.2,0.0336,0.04962,0.0008058664901830824,0.0009711627628775724,0.0010000373333333332,0.0008609387970370371,1.1619593029754962,0.045639673607647216,0.01602,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,45.0
300,150,150,1.0,0.35,0.35,0.2,-0.2,0.0385,0.0527,0.0008604388415221619,0.0009992268010817163,0.0011665739999999999,0.0010262051837037038,1.137532354235253,0.043755132291875,0.014199999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,52.5
300,150,150,1.0,0.4,0.4,0.2,-0.2,0.03784,0.05086,0.0008533244916208605,0.0009825808913265107,0.0013331424444444446,0.0011920657733333335,1.119211346526675,0.04121765619346368,0.013020000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,60.0
300,150,150,1.0,0.45,0.45,0.2,-0.2,0.04052,0.0529,0.0008817950963801057,0.0010010153844971616,0.0015000075555555558,0.00135766610962963,1.105751549797421,0.039199487339111425,0.012380000000000002,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,67.5
300,150,150,1.0,0.5,0.5,0.2,-0.2,0.0406,0.05128,0.000882628347607304,0.0009864112894731082,0.0016664242222222223,0.001522885797037037,1.0951859610269241,0.037502895889353474,0.010680000000000002,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,75.0
400,200,200,1.0,0.25,0.25,0.2,-0.2,0.0334,0.05238,0.0008035476339334215,0.0009963567192526983,0.000624812125,0.000522199163125,1.1960791979788727,0.039823332895650675,0.018980000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,50.0
400,200,200,1.0,0.3,0.3,0.2,-0.2,0.03488,0.05114,0.0008205289220984231,0.0009851365428203342,0.00075038725,0.000646960445,1.1601451001132874,0.039476568809364246,0.016259999999999997,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,60.0
400,200,200,1.0,0.35,0.35,0.2,-0.2,0.03782,0.05192,0.0008531078196804903,0.0009922128158817542,0.00087497175,0.0007710803487500001,1.1352845201706485,0.037463238599579715,0.014100000000000001,50000,4,Expected_Disc_Count,ab_0.16_disc_0.35,0.16,0.0,70.0
400,200,200,1.0,0.4,0.4,0.2,-0.2,0.03902,0.0527,0.0008659958383271827,0.0009992268010817163,0.0010000695,0.0008955524062500001,1.117339092694631,0.03547105304829137,0.013679999999999998,50000,4,Expected_Disc_Count,ab_0.16_disc_0.4,0.16,0.0,80.0
400,200,200,1.0,0.45,0.45,0.2,-0.2,0.03932,0.05082,0.0008691828070089744,0.0009822151251126202,0.0011243359999999999,0.0010195005175,1.103504687082824,0.03356431971637684,0.011499999999999996,50000,4,Expected_Disc_Count,ab_0.16_disc_0.45,0.16,0.0,90.0
400,200,200,1.0,0.5,0.5,0.2,-0.2,0.04378,0.05318,0.0009150225308701419,0.0010035127064467095,0.001249208125,0.001143732686875,1.0928999644740365,0.03201048984346704,0.009399999999999999,50000,4,Expected_Disc_Count,ab_0.16_disc_0.5,0.16,0.0,100.0
500,250,250,1.0,0.25,0.25,0.2,-0.2,0.0335,0.05354,0.0008047080215829839,0.001006712157471042,0.0005002520800000001,0.00041847929312,1.1950869092463712,0.03524596814779926,0.020039999999999995,50000,4,Expected_Disc_Count,ab_0.16_disc_0.25,0.16,0.0,62.5
500,250,250,1.0,0.3,0.3,0.2,-0.2,0.03374,0.04914,0.0008074851379437271,0.000966698095581035,0.0006000260799999999,0.00051790054912,1.1587859639241809,0.035284853144117334,0.015400000000000004,50000,4,Expected_Disc_Count,ab_0.16_disc_0.3,0.16,0.0,75.0
