N,N_pos,N_neg,ratio,disc_pos,disc_neg,a,b,ab_squared,delta_BA_true,reject_rate,reject_se,z_mean,z_std,var_BA_mean,delta_BA_mean,delta_BA_std,n_sim,part,part_name,type,effect_type,expected_disc_count,N_minority
200,67,133,0.5,0.5,0.5,0.1,0.1,0.0,0.1,0.48442,0.0022349821636872182,1.9335158447897656,1.0272371981169757,0.002715510898249434,0.100157256200202,0.05237590212013777,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.10,,
200,67,133,0.5,0.5,0.5,0.15,0.15,0.0,0.15,0.82252,0.001708688676149052,2.9282973162907284,1.0503680703755656,0.0026465976114888974,0.1497159847379643,0.05190428476090062,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.15,,
200,67,133,0.5,0.5,0.5,0.2,0.2,0.0,0.2,0.97314,0.0007230289122849791,3.98548379949001,1.0770087357972096,0.0025500012176732476,0.20002394905173376,0.05092543760140341,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.20,,
200,46,154,0.3,0.5,0.5,0.05,0.05,0.0,0.05,0.14108,0.0015567686636106214,0.8522197235156213,1.0294364435620262,0.003449442418019825,0.049543495200451725,0.05935651344582189,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.05,,
200,46,154,0.3,0.5,0.5,0.1,0.1,0.0,0.1,0.41022,0.002199725217385117,1.7364618164741263,1.0421309310566977,0.00339794079949804,0.10020977413890458,0.05884978633319734,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.10,,
200,46,154,0.3,0.5,0.5,0.15,0.15,0.0,0.15,0.7322,0.001980318964207534,2.630060605912179,1.0733417917104309,0.003312873175236005,0.14982127046866178,0.05839028394756216,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.15,,
200,46,154,0.3,0.5,0.5,0.2,0.2,0.0,0.2,0.9373,0.001084146761282807,3.589689996151038,1.1012301585145194,0.003183610449658711,0.2005017306606437,0.05706517676210757,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.20,,
200,33,167,0.2,0.5,0.5,0.05,0.05,0.0,0.05,0.13066,0.001507235644482972,0.7679709313286802,1.0425976882842538,0.004389646405617934,0.05008850117945926,0.06714694623511429,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.05,,
200,33,167,0.2,0.5,0.5,0.1,0.1,0.0,0.1,0.33736,0.0021144655608451037,1.5385961960906018,1.0583737462767686,0.0043319316909161895,0.09970789330430051,0.06664284094831617,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.10,,
200,33,167,0.2,0.5,0.5,0.15,0.15,0.0,0.15,0.6283,0.0021611992504163052,2.337019174059262,1.0865041053847753,0.004220255012544526,0.14944697151152242,0.06580613911858535,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.15,,
200,33,167,0.2,0.5,0.5,0.2,0.2,0.0,0.2,0.86656,0.0015207482789732166,3.1872856138565795,1.1261262820114626,0.004063710226269341,0.1999708238069316,0.06456547297214313,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.20,,
200,18,182,0.1,0.5,0.5,0.05,0.05,0.0,0.05,0.11252,0.0014132179562969048,0.6100769621097484,1.0909120761086646,0.00720512819655221,0.04998123321123322,0.08722840669645732,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.05,,
200,18,182,0.1,0.5,0.5,0.1,0.1,0.0,0.1,0.24382,0.0019202698122920121,1.23354595202772,1.1149390195431075,0.007091369273015909,0.10030062271062272,0.08666087617972025,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.10,,
200,18,182,0.1,0.5,0.5,0.15,0.15,0.0,0.15,0.43786,0.002218732162294494,1.8552276148174762,1.1560482910109144,0.006908886104694522,0.14891142857142858,0.0860697708758336,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.15,,
200,18,182,0.1,0.5,0.5,0.2,0.2,0.0,0.2,0.6714,0.0021005810624681923,2.539643355342349,1.2015793693990264,0.006660933629532268,0.20006494505494504,0.08406442435418685,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.20,,
500,250,250,1.0,0.5,0.5,0.05,0.05,0.0,0.05,0.35888,0.002145158015624956,1.5991177483445753,1.005589286868298,0.00099073365088,0.050243720000000006,0.03149209234969312,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.05,,
500,250,250,1.0,0.5,0.5,0.1,0.1,0.0,0.1,0.89174,0.0013895306574523644,3.211537610033295,1.0132838245783398,0.00097610109696,0.10015984000000003,0.0312017520529601,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.10,,
500,250,250,1.0,0.5,0.5,0.15,0.15,0.0,0.15,0.9979,0.00020472371626169698,4.867042769556071,1.0354587964078847,0.0009512305987199999,0.14983764000000002,0.030960441198897664,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.15,,
500,250,250,1.0,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,6.612818978981462,1.0528808104700547,0.0009163182844799999,0.19981892000000004,0.030256346276997824,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.20,,
500,167,333,0.5,0.5,0.5,0.05,0.05,0.0,0.05,0.32294,0.0020911707553425665,1.4997284696451771,1.008695410237386,0.0011123803033015124,0.049894892197586804,0.03341361590916532,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.05,,
500,167,333,0.5,0.5,0.5,0.1,0.1,0.0,0.1,0.85218,0.00158725705290605,3.024261386039081,1.0250842358180114,0.001095857859985042,0.09987068907230585,0.03334473472755397,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.10,,
500,167,333,0.5,0.5,0.5,0.15,0.15,0.0,0.15,0.99506,0.00031354732976059785,4.5929265588242805,1.041067879787307,0.0010679719695952422,0.14972412094729462,0.032797221906351044,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.15,,
500,167,333,0.5,0.5,0.5,0.2,0.2,0.0,0.2,0.99998,1.9999799999009992e-05,6.253486248029689,1.067097431562351,0.0010287245958580933,0.20007242955530383,0.032141348329351734,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.20,,
500,115,385,0.3,0.5,0.5,0.05,0.05,0.0,0.05,0.2721,0.0019902843515437686,1.3485658311944893,1.0126811633841766,0.0013940961205560509,0.05016440316205533,0.03743673494966092,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.05,,
500,115,385,0.3,0.5,0.5,0.1,0.1,0.0,0.1,0.7667,0.0018914074653548344,2.7109460711488373,1.0236247873583677,0.0013736734826613928,0.10008930208921513,0.03707958893812878,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.10,,
500,115,385,0.3,0.5,0.5,0.15,0.15,0.0,0.15,0.98338,0.0005717302790652244,4.120565144182071,1.0448366140233545,0.0013375075565422365,0.15010348955392433,0.036506173367701365,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.15,,
500,115,385,0.3,0.5,0.5,0.2,0.2,0.0,0.2,0.99974,7.210165046655145e-05,5.596890834557232,1.078998513041781,0.0012888142862724607,0.2001171643139469,0.035845891790761725,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.20,,
500,83,417,0.2,0.5,0.5,0.05,0.05,0.0,0.05,0.22416,0.0018650055999915925,1.193699253499972,1.0165268079556746,0.00177822388338653,0.050045150674641006,0.042285205818792686,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.05,,
500,83,417,0.2,0.5,0.5,0.1,0.1,0.0,0.1,0.66286,0.002114126866581095,2.402131403679161,1.0373660099045388,0.0017519636006679087,0.09993369564589291,0.042122561807077,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.10,,
500,83,417,0.2,0.5,0.5,0.15,0.15,0.0,0.15,0.94768,0.0009958174290501248,3.6488955895183013,1.0663010587475463,0.0017068362661675066,0.14983878622403282,0.041691090955240394,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.15,,
500,83,417,0.2,0.5,0.5,0.2,0.2,0.0,0.2,0.9981,0.00019475060975514367,4.959111315197521,1.10163524949358,0.0016450477726935992,0.1998940339776372,0.04079347694803852,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.20,,
500,45,455,0.1,0.5,0.5,0.05,0.05,0.0,0.05,0.15874,0.0016342681077473181,0.9244775729216912,1.0385787953663925,0.0029746642358241117,0.04979612454212454,0.05522420864783458,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.05,,
500,45,455,0.1,0.5,0.5,0.1,0.1,0.0,0.1,0.45378,0.00222649370805309,1.8675790467637794,1.0610337012563895,0.002929954095414878,0.09976812698412697,0.05488259228653634,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.10,,
500,45,455,0.1,0.5,0.5,0.15,0.15,0.0,0.15,0.78898,0.0018247770252828152,2.8450336454779013,1.0963488577276983,0.0028579548357664697,0.15009745543345543,0.05426673783216018,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.15,,
500,45,455,0.1,0.5,0.5,0.2,0.2,0.0,0.2,0.96212,0.0008537576424255308,3.8675593997076643,1.134691869692192,0.0027522356138691443,0.20019385836385842,0.05279009239591392,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.20,,
1000,500,500,1.0,0.5,0.5,0.05,0.05,0.0,0.05,0.61112,0.002180148369262973,2.2468773935915385,1.0047362078361102,0.00049655669076,0.05002745999999999,0.02230428626852695,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.05,,
1000,500,500,1.0,0.5,0.5,0.1,0.1,0.0,0.1,0.99476,0.00032287899900736877,4.523996815902649,1.0176129970391472,0.00048905315772,0.09996005999999999,0.02221266181249785,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.10,,
1000,500,500,1.0,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,6.8784747132072726,1.0288585138587358,0.00047651756244,0.15001789999999998,0.021805209001291407,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.15,,
1000,500,500,1.0,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,9.343230617520652,1.050999153815083,0.00045907457716,0.20001246,0.02141726650972061,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.20,,
1000,333,667,0.5,0.5,0.5,0.05,0.05,0.0,0.05,0.56282,0.0022183491501564854,2.119802623951168,1.0095416396977812,0.0005585164195324854,0.05003812881847365,0.02374298730369377,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.05,,
1000,333,667,0.5,0.5,0.5,0.1,0.1,0.0,0.1,0.98866,0.0004735272832688739,4.266648665790073,1.0131105413144978,0.0005501809223029826,0.0999570140605373,0.023380485553046212,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.10,,
1000,333,667,0.5,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,6.490499920318631,1.035294660693781,0.0005360246144163308,0.15008510276393336,0.023148792354973555,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.15,,
1000,333,667,0.5,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,8.807661991503593,1.0618301411612152,0.0005166405359236615,0.19995168492330412,0.022759622492032672,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.20,,
1000,231,769,0.3,0.5,0.5,0.05,0.05,0.0,0.05,0.47652,0.002233601081661629,1.9016781017984272,1.0064501255714067,0.0006975368824822026,0.05012970518861286,0.026395956092046563,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.05,,
1000,231,769,0.3,0.5,0.5,0.1,0.1,0.0,0.1,0.96678,0.000801454073543831,3.817669029121373,1.0176158445444008,0.0006870891210293122,0.09987693389402102,0.026127685989678084,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.10,,
1000,231,769,0.3,0.5,0.5,0.15,0.15,0.0,0.15,0.99996,2.828370555639413e-05,5.80546397299627,1.042663556153524,0.0006696333951801018,0.14993729197980174,0.025865275975433994,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.15,,
1000,231,769,0.3,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,7.89155869887096,1.0817713887212257,0.0006451346505203089,0.20004825691430372,0.02556697915979476,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.20,,
1000,167,833,0.2,0.5,0.5,0.05,0.05,0.0,0.05,0.39224,0.0021835190972373016,1.6871849795329261,1.0099364058739704,0.0008893615846248679,0.050166747273759804,0.029827934181727116,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.05,,
1000,167,833,0.2,0.5,0.5,0.1,0.1,0.0,0.1,0.91976,0.001214920099430411,3.3898972732513544,1.028928437016777,0.0008762261515565502,0.10004605825563759,0.02969630592277961,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.10,,
1000,167,833,0.2,0.5,0.5,0.15,0.15,0.0,0.15,0.99922,0.00012485123948123247,5.150319382129175,1.0557133339994378,0.0008532000437617356,0.1499886249829273,0.029323386954864618,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.15,,
1000,167,833,0.2,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,6.997881754353485,1.0900396118630393,0.0008220865554981786,0.20003454112183794,0.028687623833229484,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.20,,
1000,91,909,0.1,0.5,0.5,0.05,0.05,0.0,0.05,0.25756,0.0019556218775622245,1.3003094427839887,1.0221043396488345,0.001487913016676713,0.049840605544070896,0.03880188790748245,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.05,,
1000,91,909,0.1,0.5,0.5,0.1,0.1,0.0,0.1,0.73584,0.0019716972100198345,2.626052376331034,1.0439547511649452,0.0014663075765614945,0.0999425737738609,0.03865817051353999,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.10,,
1000,91,909,0.1,0.5,0.5,0.15,0.15,0.0,0.15,0.97484,0.0007003852425629764,3.986520404269458,1.0694642872763263,0.0014290872752525305,0.14977676773171822,0.037936218313035196,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.15,,
1000,91,909,0.1,0.5,0.5,0.2,0.2,0.0,0.2,0.99946,0.00010389498544203035,5.420205571547863,1.1149881439743596,0.001375667735471925,0.19979533492909735,0.03734119299330147,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.20,,
2000,1000,1000,1.0,0.5,0.5,0.05,0.05,0.0,0.05,0.88522,0.0014255213193775811,3.170991559789444,1.0060610515932096,0.000248490463025,0.04996421,0.01580199082634527,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.05,,
2000,1000,1000,1.0,0.5,0.5,0.1,0.1,0.0,0.1,1.0,0.0,6.403698043994142,1.0142235386695047,0.000244756033,0.10013972000000002,0.01566275736649202,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.10,,
2000,1000,1000,1.0,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,9.717169832717367,1.0258243094788246,0.00023851529404499998,0.15000592999999998,0.015404334774182878,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.15,,
2000,1000,1000,1.0,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,13.19587615343433,1.0566612766591374,0.000229763231005,0.19993323,0.015232151416234675,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.20,,
2000,667,1333,0.5,0.5,0.5,0.05,0.05,0.0,0.05,0.85064,0.001594061419142939,3.0005951751470095,1.000675407600309,0.00027946442792885483,0.05013130280696112,0.01665281040103375,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.05,,
2000,667,1333,0.5,0.5,0.5,0.1,0.1,0.0,0.1,0.99996,2.828370555639413e-05,6.022655117383849,1.0161968678405768,0.00027519988705059347,0.0998513466485062,0.016605458572784518,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.10,,
2000,667,1333,0.5,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,9.16145543651588,1.0367628784824334,0.0002681540053588504,0.14993268741473226,0.01643539511872657,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.15,,
2000,667,1333,0.5,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,12.45880337703137,1.0573787480563308,0.0002583463107307017,0.200129501018433,0.01602459507706887,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.20,,
2000,462,1538,0.3,0.5,0.5,0.05,0.05,0.0,0.05,0.76058,0.0019083923265408502,2.6743342758537003,1.005660634270039,0.00034944431295530454,0.04994618540973547,0.01869312692900005,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.05,,
2000,462,1538,0.3,0.5,0.5,0.1,0.1,0.0,0.1,0.99964,8.483753886105219e-05,5.400217735302885,1.0185930614330996,0.00034424723249217487,0.10009687211141699,0.01853381849422888,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.10,,
2000,462,1538,0.3,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,8.207130467237194,1.0428017328411818,0.0003353028567610141,0.15013589710029893,0.018319245669670896,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.15,,
2000,462,1538,0.3,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,11.137876709869,1.0768803899192732,0.00032306842043394057,0.19999289899740486,0.01799961518537387,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.20,,
2000,333,1667,0.2,0.5,0.5,0.05,0.05,0.0,0.05,0.6545,0.0021266393676408796,2.3611334769763292,1.0125103859988906,0.0004469797562276652,0.049848323668599606,0.02125521164270042,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.05,,
2000,333,1667,0.2,0.5,0.5,0.1,0.1,0.0,0.1,0.9979,0.00020472371626169698,4.781004769374042,1.018995551414569,0.000440254802154861,0.10017076382921614,0.020903421520931824,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.10,,
2000,333,1667,0.2,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,7.243967404027123,1.0520417647527085,0.0004290153113898166,0.1498198589651439,0.02079170137616219,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.15,,
2000,333,1667,0.2,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,9.854576176958892,1.0860450432840032,0.0004132815165029882,0.2000355489442652,0.0203337308768573,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.20,,
2000,182,1818,0.1,0.5,0.5,0.05,0.05,0.0,0.05,0.44942,0.0022245973280573725,1.8324871109524603,1.0108641004248766,0.0007479927031134579,0.049968923403329334,0.02735298952109048,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.05,,
2000,182,1818,0.1,0.5,0.5,0.1,0.1,0.0,0.1,0.95406,0.0009362640268642173,3.693221892497373,1.03732296960088,0.0007364124924000074,0.09991904514077782,0.027360276642579163,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.10,,
2000,182,1818,0.1,0.5,0.5,0.15,0.15,0.0,0.15,0.99982,5.9994599756971126e-05,5.614945758413255,1.0617558389875525,0.0007178151855478502,0.14997291106033683,0.026811506363419165,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.15,,
2000,182,1818,0.1,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,7.637370558104959,1.1100871773506853,0.000691491026796642,0.2002057208138396,0.026420285303669206,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.20,,
5000,2500,2500,1.0,0.5,0.5,0.05,0.05,0.0,0.05,0.99906,0.00013704863370351796,5.0158102833389036,1.003822545853663,9.946768469952001e-05,0.050015559999999994,0.00997776918386069,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.05,,
5000,2500,2500,1.0,0.5,0.5,0.1,0.1,0.0,0.1,1.0,0.0,10.094039545857518,1.0116422820667113,9.795901823872001e-05,0.09988741599999999,0.009887391569212983,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.10,,
5000,2500,2500,1.0,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,15.350467048459663,1.0339246365800592,9.546682613696e-05,0.149958232,0.009820787393797709,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.15,,
5000,2500,2500,1.0,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,20.847837490326878,1.0500035152869474,9.196808404e-05,0.199895108,0.009577724910871893,50000,3,Power_Ratio,Power,ratio=1.0_dBA=0.20,,
5000,1667,3333,0.5,0.5,0.5,0.05,0.05,0.0,0.05,0.99732,0.0002312062974920889,4.732588217664907,1.0031097598649226,0.00011186444093352483,0.05004295492656644,0.010568347271772457,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.05,,
5000,1667,3333,0.5,0.5,0.5,0.1,0.1,0.0,0.1,1.0,0.0,9.540817398021401,1.0175661656534838,0.00011016676663341208,0.10011631438248805,0.0105181691967091,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.10,,
5000,1667,3333,0.5,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,14.487035617136724,1.0344797459405968,0.00010736422225676776,0.15007396156592262,0.01037776905531751,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.15,,
5000,1667,3333,0.5,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,19.671559037259673,1.0605144465267125,0.00010344864672041323,0.2000299623711621,0.01017952764495151,50000,3,Power_Ratio,Power,ratio=0.5_dBA=0.20,,
5000,1154,3846,0.3,0.5,0.5,0.05,0.05,0.0,0.05,0.9888,0.00047062851592312145,4.227135676864837,1.0043466705318227,0.00014001168153180197,0.049998989523879045,0.011823925192061725,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.05,,
5000,1154,3846,0.3,0.5,0.5,0.1,0.1,0.0,0.1,1.0,0.0,8.519355722572648,1.021281522537895,0.00013788820220629884,0.10000181714374295,0.011785736471647348,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.10,,
5000,1154,3846,0.3,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,12.941520432471926,1.036859079879824,0.0001343801019709351,0.14996343060516182,0.011550618231577846,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.15,,
5000,1154,3846,0.3,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,17.581908195190053,1.0700707448866007,0.0001294793321970181,0.19998333026457973,0.011335966230889888,50000,3,Power_Ratio,Power,ratio=0.3_dBA=0.20,,
5000,833,4167,0.2,0.5,0.5,0.05,0.05,0.0,0.05,0.96084,0.0008674848056306228,3.7373882562803327,1.0078124682931526,0.0001789815055465517,0.04997202157176765,0.013403522234003224,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.05,,
5000,833,4167,0.2,0.5,0.5,0.1,0.1,0.0,0.1,1.0,0.0,7.5355681383092525,1.0177846633659013,0.00017628876794363498,0.0999945534268423,0.013234996059220324,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.10,,
5000,833,4167,0.2,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,11.450453461208758,1.0504609314340607,0.00017177209770888593,0.14998159450101134,0.013132469536411664,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.15,,
5000,833,4167,0.2,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,15.552410278787953,1.0930208076134347,0.00016549051405944905,0.1999483902906015,0.012953323924211715,50000,3,Power_Ratio,Power,ratio=0.2_dBA=0.20,,
5000,455,4545,0.1,0.5,0.5,0.05,0.05,0.0,0.05,0.8216,0.0017121532641676679,2.888406827175747,1.011125692853463,0.00030011830325632374,0.04997769999637327,0.017373586026900655,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.05,,
5000,455,4545,0.1,0.5,0.5,0.1,0.1,0.0,0.1,0.99996,2.828370555639413e-05,5.8243345933222646,1.028963495756029,0.0002956531698208383,0.10002670194272176,0.01725119623668375,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.10,,
5000,455,4545,0.1,0.5,0.5,0.15,0.15,0.0,0.15,1.0,0.0,8.845166307125513,1.0584533132621914,0.00028803865103974605,0.14993090293644748,0.01697729022558787,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.15,,
5000,455,4545,0.1,0.5,0.5,0.2,0.2,0.0,0.2,1.0,0.0,12.02165113276669,1.1039873598856205,0.00027742241416878313,0.19998281739382728,0.01670842528567097,50000,3,Power_Ratio,Power,ratio=0.1_dBA=0.20,,
